person_income,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
31200,3600,6.39,0.12,7,0
36000,7000,12.98,0.19,7,0
35000,3600,8.94,0.1,10,0
35004,3600,12.73,0.1,6,0
36000,1050,14.72,0.03,5,0
36000,3600,13.49,0.1,7,0
36000,3000,6.39,0.08,10,0
36000,5000,11.12,0.14,6,0
37000,3600,14.11,0.1,7,0
38700,3600,11.12,0.09,7,0
39500,3600,11.99,0.09,9,0
33996,3600,16.32,0.11,5,1
36000,6000,15.21,0.17,7,0
36000,10000,7.88,0.28,6,0
40000,3600,12.23,0.09,7,0
36000,5300,7.14,0.15,6,0
40000,3600,8.59,0.09,8,0
40050,3600,14.84,0.09,7,0
42000,3600,12.68,0.09,5,0
36000,5000,13.85,0.14,5,0
37500,11000,8.49,0.29,5,0
38126,11000,7.51,0.29,8,0
38400,11000,7.49,0.29,7,0
36000,7800,7.14,0.22,10,0
42000,11000,10.36,0.26,10,0
42000,11000,10.38,0.26,10,0
42000,11000,12.53,0.26,9,0
36000,6000,10.25,0.17,10,0
36000,14400,10.62,0.4,9,0
44000,11000,7.29,0.25,6,0
36000,8000,12.53,0.22,10,0
44000,11000,13.79,0.25,6,0
36000,11500,13.57,0.32,8,0
36000,10000,7.74,0.28,7,0
45000,11000,11.99,0.24,7,0
39000,11000,16.07,0.28,9,1
46992,11000,11.14,0.23,9,0
41000,11000,15.33,0.27,7,1
41500,11000,15.33,0.27,5,1
47900,11000,7.51,0.23,10,0
36000,15000,11.83,0.42,5,0
51000,11000,9.63,0.22,7,0
51250,11000,7.29,0.21,5,0
45996,11000,14.74,0.24,7,1
52000,11000,11.34,0.21,9,0
53000,11000,6.62,0.21,9,0
36000,2500,9.63,0.07,7,0
36000,12000,16.0,0.33,10,0
36000,1400,15.37,0.04,9,0
55000,11000,7.49,0.2,5,0
52000,11000,15.62,0.21,10,1
60000,11000,10.71,0.18,7,0
36000,2400,10.71,0.07,7,0
65867,11000,9.32,0.17,10,0
68000,11000,11.49,0.16,5,0
69000,11000,14.61,0.16,5,0
69996,11000,13.79,0.16,8,0
64000,11000,15.68,0.17,5,1
75000,11000,7.51,0.15,9,0
36100,14000,14.27,0.39,5,0
65025,11000,16.35,0.14,8,1
83604,11000,9.76,0.13,7,0
36120,2000,15.58,0.06,5,0
90000,11000,11.99,0.12,10,0
93000,11000,12.53,0.12,10,0
94527,11000,7.49,0.12,9,0
36153,3000,11.86,0.08,8,0
85500,11000,15.99,0.13,6,1
138000,11000,7.49,0.08,10,0
36400,8000,14.46,0.22,9,0
32000,10800,13.57,0.34,6,1
29000,10800,9.63,0.37,10,1
33288,10800,12.09,0.32,6,1
40000,10800,13.57,0.27,7,1
36500,3200,7.37,0.09,6,0
42000,10800,16.29,0.26,7,1
30500,10000,9.33,0.33,6,1
48000,10800,10.99,0.23,7,0
36538,2500,6.62,0.07,7,0
36600,5000,5.42,0.14,5,0
50000,10800,13.49,0.22,5,0
52000,10800,14.27,0.21,5,0
52300,10800,7.88,0.21,8,0
48000,10800,15.99,0.23,8,1
55596,10800,9.91,0.19,8,0
36789,5500,13.57,0.15,8,0
69996,10800,14.91,0.15,10,0
36900,1600,9.62,0.04,8,0
36960,15000,13.61,0.41,10,0
82600,10800,9.76,0.13,8,0
36996,8800,11.48,0.24,6,0
24960,10750,10.25,0.43,10,1
24996,10750,12.53,0.43,8,1
28800,10750,7.51,0.37,10,1
37000,4650,6.62,0.13,8,0
55000,10725,13.16,0.2,6,0
37000,5000,7.9,0.14,10,0
31000,3000,7.51,0.1,7,1
37000,5000,9.91,0.14,6,0
26500,10625,14.27,0.4,9,1
37000,8000,10.99,0.22,10,0
27900,10625,7.9,0.38,5,1
37000,3000,11.49,0.08,7,0
37000,10000,7.49,0.27,6,0
37000,4400,10.99,0.12,5,0
31000,8875,11.99,0.29,7,1
33000,10625,6.62,0.32,5,1
37000,1000,10.99,0.03,6,0
34000,10625,14.79,0.31,6,1
35000,10625,7.9,0.3,8,0
31000,13000,10.74,0.42,6,1
37000,2800,7.66,0.08,5,0
35000,10600,15.96,0.3,10,0
65600,10600,12.99,0.16,7,0
49668,10525,7.9,0.21,6,0
37000,4800,10.36,0.13,7,0
37000,13000,10.36,0.35,7,0
31000,5000,14.46,0.16,5,1
37000,12000,11.86,0.32,9,0
31000,13000,7.88,0.42,8,1
38000,10500,13.49,0.28,5,0
38400,10500,11.99,0.27,8,0
40000,10500,14.27,0.26,10,0
50000,10500,6.17,0.21,8,0
44000,10500,15.58,0.24,10,1
53796,10500,11.14,0.2,6,0
60000,10500,15.27,0.17,6,0
62100,10500,11.26,0.17,5,0
66000,10500,12.69,0.16,10,0
75000,10500,9.63,0.14,10,0
75600,10500,12.69,0.14,5,0
55500,10450,7.51,0.19,10,0
30456,10400,6.91,0.34,6,1
31400,10400,10.71,0.33,7,1
32004,10400,15.27,0.32,9,1
39000,10400,10.37,0.27,10,0
31000,12000,14.42,0.39,5,1
45000,10400,14.65,0.23,9,0
37017,9000,6.54,0.24,7,0
51600,10400,18.25,0.2,6,1
62000,10400,13.49,0.17,10,0
31100,3000,16.82,0.1,5,1
65000,10400,5.42,0.16,8,0
80400,10400,11.86,0.13,6,0
35000,10375,14.27,0.3,5,0
32400,10275,6.62,0.32,8,1
37200,6600,13.49,0.18,9,0
37200,3000,6.92,0.08,5,0
75000,10250,12.23,0.14,10,0
30000,10200,17.99,0.34,10,1
45000,3600,16.29,0.08,7,0
45000,3600,12.42,0.08,8,0
37290,5500,5.42,0.15,5,0
48000,3600,11.99,0.07,10,0
48000,3600,6.92,0.07,5,0
37400,10750,15.95,0.29,5,0
50000,3600,15.27,0.07,10,0
50000,3600,11.99,0.07,7,0
50000,3600,13.8,0.07,5,0
52000,3600,11.71,0.07,8,0
53000,3600,9.25,0.07,5,0
54996,3600,9.63,0.07,5,0
55000,3600,6.99,0.07,6,0
55000,3600,7.51,0.07,7,0
49000,3600,13.98,0.07,9,1
60000,3600,9.63,0.06,5,0
60000,3600,8.59,0.06,9,0
60000,3600,12.21,0.06,10,0
37500,6500,15.33,0.17,7,0
69000,3600,13.99,0.05,10,0
64000,3600,7.49,0.06,5,1
70000,3600,14.79,0.05,10,0
74400,3600,15.27,0.05,9,0
37620,4000,11.71,0.11,8,0
82300,3600,9.63,0.04,8,0
31732,8000,13.92,0.25,5,1
85000,3600,7.51,0.04,6,0
62050,3600,15.95,0.05,9,1
90000,3600,14.91,0.04,6,0
82438,3600,10.99,0.04,9,1
106000,3600,14.27,0.03,5,0
110000,3600,10.71,0.03,8,0
160000,3600,15.23,0.02,7,0
20000,3625,6.99,0.18,9,0
54000,3625,7.9,0.07,6,0
65000,3625,6.03,0.06,8,0
110000,3650,9.63,0.03,6,0
19200,3675,8.49,0.19,7,1
25000,3700,9.91,0.15,6,0
25200,3700,9.62,0.15,8,0
29000,3700,9.91,0.13,7,1
40000,3700,15.96,0.09,8,0
38000,14000,9.91,0.37,5,0
38000,6000,6.62,0.16,5,0
38000,12775,9.91,0.34,5,0
94000,3700,7.9,0.04,9,0
25200,3750,12.99,0.15,6,0
50000,3775,6.17,0.08,8,0
13200,3800,7.29,0.29,9,1
38000,5000,6.62,0.13,7,0
38000,4000,14.65,0.11,9,0
38000,6425,5.42,0.17,8,0
68000,3800,16.89,0.06,8,0
38000,9600,7.49,0.25,9,0
38000,6500,5.42,0.17,6,0
38000,10400,11.49,0.27,10,0
29950,3825,14.27,0.13,8,0
38000,8000,13.49,0.21,6,0
38000,10000,10.99,0.26,10,0
49000,3850,9.62,0.08,6,0
20292,3900,12.53,0.19,9,0
20400,3900,14.79,0.19,6,0
38000,10000,10.37,0.26,6,0
30000,3900,11.99,0.13,8,0
38000,2400,10.37,0.06,5,0
55000,3900,11.99,0.07,10,0
27000,3975,12.17,0.15,5,1
12000,4000,14.22,0.33,7,1
32000,4500,9.99,0.14,8,1
38000,6000,15.21,0.16,9,0
38000,13750,15.21,0.36,5,0
14400,4000,13.11,0.28,8,1
15000,4000,11.49,0.27,6,1
38000,8400,7.51,0.22,7,0
38000,3600,7.14,0.09,9,0
15000,4000,13.67,0.27,7,1
38000,2000,11.36,0.05,8,0
16500,4000,14.22,0.24,7,1
17000,4000,14.59,0.24,9,1
17000,4000,14.42,0.24,8,1
38000,15000,10.99,0.39,5,0
32000,10750,14.96,0.34,5,1
18000,4000,15.2,0.22,10,1
18000,4000,11.12,0.22,8,1
18000,4000,12.84,0.22,5,1
38000,8000,8.59,0.21,6,0
38000,2500,13.22,0.07,6,0
19200,4000,12.69,0.21,8,1
38000,10000,8.94,0.26,6,0
19200,4000,10.37,0.21,6,1
38000,14500,12.84,0.38,6,0
19820,4000,11.12,0.2,10,1
19968,4000,16.45,0.2,9,1
20000,4000,10.65,0.2,8,0
20000,4000,10.99,0.2,9,0
32000,7500,11.59,0.23,9,1
20000,4000,14.59,0.2,9,0
20000,4000,13.11,0.2,6,1
38000,5000,9.76,0.13,5,0
20000,4000,13.47,0.2,8,0
21000,4000,11.49,0.19,9,0
21000,4000,5.79,0.19,10,0
21300,4000,12.87,0.19,7,0
21600,4000,8.07,0.19,10,0
21864,4000,12.42,0.18,7,0
22000,4000,6.39,0.18,10,0
23000,4000,14.22,0.17,6,0
23400,4000,7.49,0.17,6,0
24000,4000,6.76,0.17,9,0
38004,6500,13.79,0.17,8,0
24000,4000,13.48,0.17,6,0
24000,4000,12.87,0.17,10,0
38100,8400,8.38,0.22,9,0
24960,4000,5.42,0.16,6,0
38196,10750,10.75,0.28,10,0
26000,4000,10.25,0.15,10,0
32304,1200,6.76,0.04,9,1
26004,4000,10.0,0.15,7,1
38400,10000,9.91,0.26,7,0
26568,4000,16.0,0.15,8,1
38400,14000,14.27,0.36,8,0
27500,4000,10.62,0.15,7,1
27600,4000,15.23,0.14,8,0
27996,4000,6.92,0.14,7,0
38400,16450,10.65,0.43,8,0
28550,4000,10.59,0.14,10,0
28800,4000,9.88,0.14,5,0
28800,4000,13.92,0.14,10,1
38400,2400,9.99,0.06,7,0
29120,4000,10.75,0.14,5,0
30000,4000,12.69,0.13,7,1
30000,4000,7.51,0.13,7,0
30000,4000,13.99,0.13,6,0
30000,4000,9.63,0.13,6,0
38400,15000,12.68,0.39,5,0
38400,9500,10.36,0.25,6,0
38400,6500,9.25,0.17,10,0
38400,8000,15.58,0.21,7,0
30000,4000,10.39,0.13,9,0
30996,4000,10.65,0.13,5,0
31000,4000,10.74,0.13,7,0
31150,4000,11.49,0.13,7,0
38400,16750,7.88,0.44,5,0
32004,4000,11.49,0.12,9,0
32004,4000,8.32,0.12,7,0
32160,4000,15.99,0.12,9,1
33000,4000,5.99,0.12,8,0
33000,4000,6.76,0.12,9,0
33280,4000,13.79,0.12,9,0
33600,4000,11.49,0.12,5,0
34000,4000,17.19,0.12,9,1
34000,4000,7.74,0.12,10,0
34000,4000,10.95,0.12,10,0
34200,4000,13.48,0.12,9,0
34400,4000,10.25,0.12,9,0
38600,1600,12.84,0.04,7,0
35000,4000,10.65,0.11,5,0
35000,4000,15.23,0.11,9,0
35000,4000,5.99,0.11,6,0
38769,2400,8.9,0.06,6,0
35000,4000,13.35,0.11,8,0
35000,4000,7.88,0.11,5,0
29004,4000,16.45,0.14,10,1
35004,4000,12.53,0.11,5,0
38970,5750,12.68,0.15,7,0
39000,10000,12.42,0.26,7,0
35600,4000,7.49,0.11,6,0
35600,4000,13.61,0.11,5,0
36000,4000,12.42,0.11,10,0
33000,4000,7.9,0.12,8,1
33000,5600,11.71,0.17,6,1
36000,4000,13.8,0.11,9,0
36000,4000,13.61,0.11,10,0
39000,6400,10.99,0.16,10,0
39000,15000,10.99,0.38,9,0
37400,4000,10.38,0.11,7,0
38196,4000,10.0,0.1,5,0
39000,16000,5.99,0.41,8,0
39000,4000,15.96,0.1,9,0
39000,4000,10.74,0.1,9,0
33000,4000,16.32,0.12,10,1
33456,4000,16.45,0.12,5,1
39996,4000,12.99,0.1,9,0
39000,16700,7.51,0.43,8,0
33996,4000,13.47,0.12,7,1
34000,4000,13.49,0.12,5,1
40000,4000,13.49,0.1,8,0
40000,4000,9.99,0.1,7,0
40000,4000,7.88,0.1,10,0
40000,4000,12.53,0.1,10,0
40000,4000,13.79,0.1,6,0
39000,6900,12.87,0.18,9,0
34800,4000,14.54,0.11,7,1
41000,4000,10.99,0.1,8,0
41000,4000,10.0,0.1,10,0
39000,7100,8.32,0.18,5,0
33000,9000,12.49,0.27,8,1
42000,4000,11.12,0.1,5,0
42000,4000,6.39,0.1,9,0
42000,4000,7.88,0.1,6,0
43000,4000,16.29,0.09,9,0
39432,8000,11.86,0.2,6,0
39480,7200,13.79,0.18,8,0
37200,4000,17.27,0.11,9,1
45576,4000,10.99,0.09,9,0
39600,4000,12.61,0.1,10,1
39500,11000,7.14,0.28,8,0
46000,4000,9.99,0.09,9,0
41000,4000,18.64,0.1,8,1
39500,5000,7.74,0.13,8,0
39504,3000,7.37,0.08,5,0
39552,12375,10.37,0.31,9,0
48000,4000,14.65,0.08,5,0
39600,5600,10.65,0.14,8,0
48000,4000,9.62,0.08,10,0
48000,4000,14.35,0.08,8,0
39600,2400,6.03,0.06,9,0
39600,1500,15.99,0.04,8,0
39600,6000,5.99,0.15,5,0
48000,4000,13.85,0.08,6,0
39600,9900,6.54,0.25,5,0
39600,3000,10.38,0.08,10,0
48000,4000,8.0,0.08,9,0
42804,4000,12.73,0.09,7,1
48996,4000,9.32,0.08,9,0
49000,4000,10.59,0.08,8,0
39600,4800,6.76,0.12,9,0
50000,4000,6.62,0.08,8,0
39600,5000,12.53,0.13,6,0
39600,3000,7.68,0.08,7,0
50000,4000,10.59,0.08,10,0
39750,1425,10.37,0.04,5,0
50000,4000,13.22,0.08,5,0
44000,4000,12.36,0.09,8,1
39960,11000,16.49,0.28,6,0
39962,3200,9.7,0.08,7,0
52000,4000,7.49,0.08,5,0
52000,4000,10.75,0.08,8,0
52600,4000,17.39,0.08,7,0
47000,4000,15.33,0.09,10,1
48000,4000,6.03,0.08,6,1
54000,4000,10.74,0.07,5,0
54000,4000,12.61,0.07,6,0
48996,4000,14.61,0.08,6,1
55200,4000,10.59,0.07,10,0
55200,4000,6.76,0.07,10,0
39996,10000,10.75,0.25,8,0
39996,4000,14.35,0.1,9,0
56000,4000,5.79,0.07,9,0
56800,4000,7.88,0.07,9,0
39996,10000,12.73,0.25,6,0
58000,4000,9.67,0.07,9,0
60000,4000,10.99,0.07,10,0
60000,4000,7.88,0.07,6,0
39996,9600,11.26,0.24,7,0
60000,4000,7.88,0.07,5,0
60000,4000,13.98,0.07,7,0
61500,4000,10.95,0.07,8,0
63000,4000,11.14,0.06,8,0
63500,4000,10.37,0.06,9,0
64200,4000,9.25,0.06,5,0
65000,4000,6.99,0.06,5,0
65000,4000,5.99,0.06,5,0
65000,4000,7.74,0.06,6,0
65000,4000,12.87,0.06,7,0
40000,19200,9.91,0.48,9,0
59000,4000,8.94,0.07,7,1
68000,4000,10.99,0.06,10,0
70000,4000,10.99,0.06,5,0
34000,10000,16.77,0.29,7,1
72000,4000,18.79,0.06,6,0
72000,4000,10.0,0.06,6,0
72000,4000,9.99,0.06,5,0
40000,14675,12.69,0.37,10,0
75000,4000,13.49,0.05,8,0
75000,4000,8.49,0.05,6,0
75000,4000,12.68,0.05,5,0
40000,8600,10.65,0.21,6,0
75250,4000,12.99,0.05,7,0
78000,4000,7.14,0.05,7,0
78000,4000,9.88,0.05,6,0
80000,4000,12.69,0.05,8,0
34000,8000,12.69,0.24,9,1
34000,10200,17.27,0.3,5,1
82350,4000,9.91,0.05,9,0
84996,4000,8.59,0.05,6,0
86095,4000,13.99,0.05,8,0
34000,8875,10.65,0.26,9,1
90000,4000,13.49,0.04,8,0
40000,4625,12.42,0.12,5,0
91000,4000,7.66,0.04,6,0
95000,4000,7.49,0.04,8,0
96000,4000,10.75,0.04,5,0
40000,14000,6.03,0.35,7,0
79050,4000,14.46,0.04,9,1
40000,3000,11.71,0.07,7,0
107000,4000,13.98,0.04,7,0
96000,4000,17.93,0.04,9,1
98000,4000,7.51,0.04,7,1
110000,4000,12.18,0.04,9,0
115000,4000,12.69,0.03,10,0
125000,4000,13.35,0.03,5,0
135000,4000,12.42,0.03,5,0
138000,4000,11.71,0.03,10,1
40000,10625,6.62,0.27,5,0
21000,4200,15.21,0.2,10,1
28800,4200,7.51,0.15,5,0
20000,4350,16.29,0.22,7,1
40000,2400,13.49,0.06,10,0
78000,4350,15.27,0.06,6,1
42500,4375,12.23,0.1,5,0
96000,4375,8.88,0.05,7,0
20064,4400,13.92,0.22,7,0
24000,4400,15.62,0.18,8,1
40000,15000,5.99,0.38,9,0
30000,4400,15.62,0.15,8,0
40000,9600,8.49,0.24,10,0
30000,4400,11.49,0.15,6,0
37440,4400,11.71,0.12,10,0
40000,1400,5.99,0.04,9,0
54000,4425,17.49,0.08,9,0
40000,11200,5.42,0.28,9,0
40000,5000,6.99,0.13,9,0
40000,9000,10.59,0.23,7,0
40000,3600,6.99,0.09,10,0
43680,4475,15.27,0.1,8,0
40000,4200,5.99,0.1,5,0
40000,3200,5.42,0.08,8,0
34000,7500,5.99,0.22,7,1
40000,16000,5.99,0.4,10,0
40000,6000,12.68,0.15,9,0
40000,10000,7.29,0.25,10,0
19600,4500,10.59,0.23,9,1
40000,2000,10.74,0.05,6,0
40000,8000,7.66,0.2,6,0
40000,6000,7.29,0.15,7,0
40000,4000,5.79,0.1,5,0
27000,4500,13.11,0.17,5,0
28800,4500,7.88,0.16,5,0
29496,4500,14.11,0.15,7,0
30000,4500,14.65,0.15,9,0
30000,4500,13.92,0.15,8,0
30555,4500,13.22,0.15,10,0
32000,4500,6.62,0.14,6,0
32000,4500,11.14,0.14,9,1
32640,4500,7.14,0.14,8,0
35000,4500,7.66,0.13,7,0
36000,4500,13.49,0.13,6,0
36000,4500,9.99,0.13,10,0
36000,4500,7.49,0.13,5,0
37000,4500,11.11,0.12,6,0
40000,11000,9.99,0.28,8,0
34000,3700,6.91,0.11,8,1
39000,4500,9.91,0.12,7,0
39000,4500,6.62,0.12,6,0
39600,4500,10.25,0.11,10,0
40000,4500,14.26,0.11,6,0
40000,14000,6.91,0.35,8,0
40000,5000,5.42,0.13,10,0
34000,2500,12.23,0.07,9,1
39000,4500,13.49,0.12,9,1
47000,4500,11.03,0.1,7,0
47360,4500,15.58,0.1,5,0
47400,4500,10.36,0.09,5,0
48000,4500,11.71,0.09,7,0
34000,3500,15.58,0.1,6,1
43200,4500,16.07,0.1,5,1
50000,4500,9.99,0.09,5,0
50000,4500,13.11,0.09,7,0
44400,4500,16.02,0.1,9,1
45000,4500,16.95,0.1,10,1
51372,4500,6.39,0.09,7,0
52000,4500,9.91,0.09,10,0
40000,8000,14.72,0.2,9,0
49000,4500,14.27,0.09,10,1
49362,4500,12.61,0.09,6,1
58000,4500,14.72,0.08,5,0
60000,4500,12.69,0.07,7,0
40000,4000,14.35,0.1,6,0
60000,4500,14.22,0.07,8,0
61828,4500,18.39,0.07,8,0
70000,4500,6.62,0.06,9,0
70000,4500,5.42,0.06,9,0
74100,4500,13.61,0.06,6,0
91500,4500,10.65,0.05,5,0
40000,5000,7.51,0.13,8,0
40000,13000,7.88,0.33,7,0
17000,4575,11.48,0.27,7,1
40000,6400,7.51,0.16,6,0
40000,8000,11.36,0.2,10,0
48000,4600,11.86,0.1,8,0
50000,4600,11.49,0.09,7,0
58000,4600,13.99,0.08,8,0
40000,4200,6.76,0.1,7,0
60000,4600,7.88,0.08,6,0
150000,4600,9.62,0.03,6,0
37000,4650,13.49,0.13,7,1
50000,4675,10.0,0.09,7,0
65000,4700,9.45,0.07,7,0
86000,4700,9.63,0.05,7,0
40000,15000,15.31,0.38,10,0
14000,4750,10.0,0.34,9,1
14400,4750,14.59,0.33,8,1
17000,4750,9.32,0.28,6,1
19200,4750,11.83,0.25,10,1
20000,4750,10.37,0.24,8,0
27840,4750,13.57,0.17,5,0
40000,5000,8.59,0.13,7,0
31000,4750,14.84,0.15,9,1
39996,4750,9.25,0.12,10,0
60000,4750,5.99,0.08,5,0
60000,4750,9.99,0.08,7,0
14076,4800,6.76,0.34,8,1
14400,4800,14.65,0.33,9,1
14400,4800,10.62,0.33,7,1
40000,1400,14.26,0.04,5,0
34000,6000,14.96,0.18,6,1
15000,4800,10.99,0.32,8,1
40000,8000,8.59,0.2,10,0
40000,3500,9.63,0.09,9,0
22000,4800,10.65,0.22,10,0
40000,7200,9.32,0.18,8,0
40000,6600,8.0,0.17,10,0
40000,10000,9.32,0.25,8,0
34000,6000,14.11,0.18,9,1
22884,4800,10.38,0.21,7,0
40000,6000,12.21,0.15,10,0
40000,9000,13.16,0.23,5,0
25000,4800,11.54,0.19,10,0
27180,4800,7.14,0.18,10,0
27996,4800,9.63,0.17,8,0
40000,10000,11.26,0.25,6,0
40000,10000,8.0,0.25,10,0
29004,4800,15.23,0.17,7,0
30000,4800,12.42,0.16,8,0
30000,4800,14.84,0.16,8,1
30000,4800,13.47,0.16,8,0
31000,4800,13.43,0.15,5,0
40000,7200,10.71,0.18,5,0
40000,12650,11.34,0.32,9,0
33600,4800,5.79,0.14,9,0
33763,4800,7.14,0.14,5,0
34000,4800,11.49,0.14,7,0
29000,4800,16.29,0.17,7,1
40056,16750,9.88,0.42,6,0
35000,4800,13.49,0.14,5,0
35000,4800,9.99,0.14,8,0
40200,1900,5.99,0.05,10,0
36000,4800,12.61,0.13,9,0
34300,6125,16.89,0.18,10,1
36400,4800,14.11,0.13,6,0
32400,4800,9.99,0.15,6,1
32900,4800,13.23,0.15,9,1
40000,4800,11.71,0.12,8,0
40000,4800,12.68,0.12,5,0
40500,12000,12.23,0.3,5,0
42000,4800,12.42,0.11,9,0
44000,4800,7.51,0.11,10,0
38100,4800,9.63,0.13,10,1
40500,6000,8.38,0.15,8,0
40560,3000,7.29,0.07,8,0
40704,10000,9.63,0.25,7,0
40740,6400,8.49,0.16,6,0
45000,4800,10.59,0.11,8,0
40777,8000,14.91,0.2,8,0
40800,8000,12.69,0.2,6,0
45000,4800,10.37,0.11,6,0
40800,6700,6.99,0.16,8,0
40800,6000,11.49,0.15,10,0
40800,15000,7.51,0.37,5,0
40800,3200,14.22,0.08,10,0
40800,5000,6.76,0.12,10,0
40800,2000,7.74,0.05,8,0
49000,4800,13.79,0.1,9,0
49200,4800,14.65,0.1,7,0
50000,4800,10.37,0.1,10,0
51000,4800,12.69,0.09,10,0
34999,6250,15.95,0.18,9,1
54000,4800,12.99,0.09,10,0
54000,4800,13.23,0.09,8,0
54996,4800,6.03,0.09,8,0
49000,4800,15.99,0.1,5,1
56000,4800,13.92,0.09,9,0
56048,4800,6.39,0.09,6,0
57408,4800,11.99,0.08,6,0
60000,4800,13.35,0.08,9,0
61000,4800,14.79,0.08,10,0
56000,4800,16.45,0.09,7,1
57996,4800,15.58,0.08,9,1
41000,5000,11.99,0.12,5,0
59004,4800,11.49,0.08,7,1
66000,4800,13.57,0.07,7,0
66560,4800,10.36,0.07,5,0
35000,6000,16.69,0.17,8,1
41000,6000,5.79,0.15,8,0
68004,4800,12.21,0.07,5,0
69000,4800,11.11,0.07,10,0
41000,10000,12.73,0.24,10,0
77000,4800,7.14,0.06,7,0
80000,4800,7.49,0.06,9,0
96900,4800,5.42,0.05,10,0
41000,10000,8.59,0.24,8,0
118000,4800,8.9,0.04,6,0
120000,4800,7.4,0.04,8,0
41000,8000,15.05,0.2,9,0
41000,8000,10.83,0.2,6,0
64052,4875,10.74,0.08,9,0
41000,18000,9.01,0.44,7,0
23350,4900,7.88,0.21,6,0
41004,16000,11.78,0.39,5,0
96000,10000,7.88,0.1,10,0
35050,8000,8.32,0.23,6,1
96500,10000,8.88,0.1,8,0
41196,3300,12.99,0.08,7,0
98004,10000,6.54,0.1,10,0
41235,3000,7.14,0.07,9,0
88000,10000,10.65,0.11,9,1
100000,10000,8.49,0.1,5,0
100000,10000,9.99,0.1,8,0
100000,10000,7.51,0.1,7,0
41400,10500,6.62,0.25,9,0
100000,10000,9.63,0.1,9,0
102000,10000,6.03,0.1,8,0
41464,3500,8.32,0.08,9,0
35496,2800,14.17,0.08,7,1
76500,10000,13.24,0.11,9,1
41500,4500,7.49,0.11,5,0
103000,10000,8.59,0.1,10,0
103241,10000,9.88,0.1,8,0
108000,10000,10.65,0.09,5,0
110000,10000,15.99,0.09,9,0
110000,10000,7.66,0.09,9,0
41600,13200,11.71,0.32,7,0
110000,10000,13.22,0.09,5,0
110000,10000,13.57,0.09,10,0
110000,10000,9.32,0.09,6,0
41600,17500,6.17,0.42,6,0
41600,4500,6.76,0.11,9,0
41600,13000,11.58,0.31,9,0
41604,15000,10.0,0.36,9,0
41700,7750,12.21,0.19,9,0
117000,10000,8.0,0.09,10,0
118000,10000,7.14,0.08,7,0
41916,7000,10.36,0.17,8,0
41979,8150,15.23,0.19,10,0
120000,10000,17.04,0.08,5,0
125000,10000,9.99,0.08,9,0
125000,10000,10.74,0.08,6,0
42000,5375,10.65,0.13,7,0
125000,10000,10.62,0.08,6,0
126000,10000,16.29,0.08,5,0
130000,10000,11.49,0.08,10,0
130000,10000,7.74,0.08,5,0
130000,10000,14.26,0.08,5,0
130000,10000,13.47,0.08,6,0
42000,8000,15.96,0.19,7,0
120600,10000,13.49,0.08,5,1
136000,10000,7.14,0.07,6,0
128000,10000,13.85,0.08,5,1
140900,10000,14.79,0.07,9,0
42000,13000,7.9,0.31,6,0
144000,10000,9.99,0.07,5,0
148000,10000,13.55,0.07,9,0
160000,10000,16.32,0.06,9,0
42000,10000,14.65,0.24,6,0
36000,12500,6.03,0.35,7,1
42000,10000,14.65,0.24,7,0
42000,1200,6.62,0.03,8,0
25404,9950,12.68,0.39,7,1
25200,4900,6.17,0.19,6,0
30000,4900,11.71,0.16,5,0
24000,9925,6.62,0.41,6,1
42000,5000,10.59,0.12,6,0
93500,9925,12.09,0.11,7,0
39000,9900,10.95,0.25,6,0
41303,9900,11.89,0.24,10,0
50000,9900,14.35,0.2,5,0
70000,9850,7.75,0.14,9,0
25000,9800,12.23,0.39,8,1
38400,9800,11.48,0.26,5,0
48000,9800,8.59,0.2,5,0
42000,9000,6.99,0.21,8,0
42000,4000,15.23,0.1,9,0
36000,16000,10.99,0.44,8,1
42000,6000,5.42,0.14,9,0
42000,3500,8.49,0.08,9,0
32400,4900,14.12,0.15,7,1
43000,4900,9.91,0.11,5,0
38000,4900,10.28,0.13,6,1
42100,4925,11.49,0.12,7,0
30000,4975,10.37,0.17,10,0
42000,8000,12.99,0.19,9,0
42000,9050,7.49,0.22,7,0
28000,5000,16.07,0.18,8,1
28140,5000,7.29,0.18,9,0
42000,2000,5.79,0.05,8,0
28800,5000,10.65,0.17,9,0
28800,5000,10.59,0.17,9,0
28800,5000,9.25,0.17,7,0
28800,5000,14.96,0.17,5,0
28968,5000,13.16,0.17,5,0
29000,5000,15.23,0.17,7,0
42000,10375,5.42,0.25,7,0
42000,1225,5.79,0.03,10,0
29152,5000,10.36,0.17,7,0
42000,5000,10.37,0.12,5,0
42000,9000,5.79,0.21,5,0
42000,7500,11.11,0.18,7,0
30000,5000,9.91,0.17,5,1
30000,5000,11.49,0.17,9,0
30000,5000,13.72,0.17,8,0
30000,5000,6.17,0.17,6,0
30000,5000,9.88,0.17,8,0
30000,5000,7.74,0.17,8,0
36000,8000,6.54,0.22,8,1
42000,12000,9.62,0.29,7,0
30000,5000,9.32,0.17,5,0
30240,5000,14.72,0.17,10,0
30796,5000,14.96,0.16,8,0
30960,5000,11.49,0.16,10,0
31000,5000,9.91,0.16,10,0
31000,5000,14.35,0.16,7,0
31100,5000,9.63,0.16,8,0
42000,7200,9.99,0.17,8,0
31577,5000,9.99,0.16,9,0
